Question ID,Model,Model Load Time (s),Prefill Time (ms),Decode Time (ms),Total Compute Time (ms),Latency (s),Input Tokens,Output Tokens,Total Tokens,Correct,Model Response,Ground Truth,Question,Avg GPU+CPU Power (W),Max GPU+CPU Power (W),Avg Board Power (W),Max GPU Temp (C),Total Energy (J),Energy per Input Token (J),Energy per Output Token (J),Energy per Total Token (J),RAM Used (MB),RAM Free (MB),Swap Used (MB),KV Active Tokens,KV Active Ratio,Prompt Cache Entries,Prompt Cache Size (MB),Prompt Cache Limit (MB)
19,Qwen2.5-VL-3B,,700.16,72.83,772.99,0.794,123,2,125,0,2,27,What is the amount of pitchs?,5.05,5.33,11.87,52.5,8.31,0.0675,4.1534,0.0665,5700,1907,545,38,0.0012,19,83.241,4096
20,Qwen2.5-VL-3B,,698.69,72.54,771.23,0.792,121,2,123,1,Yes,yes,Is there a village green?,5.12,5.41,11.94,52.7,8.36,0.0691,4.1814,0.0680,5709,1898,545,36,0.0011,20,87.603,4096
21,Qwen2.5-VL-3B,,700.20,73.13,773.33,0.794,125,2,127,1,Yes,yes,Is a large commercial building present in the image?,5.16,5.45,11.92,52.7,8.35,0.0668,4.1753,0.0658,5709,1898,549,40,0.0012,21,91.896,4096
22,Qwen2.5-VL-3B,,700.39,72.75,773.14,0.793,123,2,125,0,1,42,What is the number of water areas?,5.15,5.45,11.90,52.7,8.33,0.0677,4.1637,0.0666,5716,1891,549,38,0.0012,22,96.329,4096
23,Qwen2.5-VL-3B,,712.88,72.88,785.76,0.806,128,2,130,1,No,no,Is the number of buildings equal to the number of water areas?,5.18,5.41,11.93,53.2,9.54,0.0746,4.7715,0.0734,5719,1888,549,129,0.0039,23,100.691,4096
24,Qwen2.5-VL-3B,,699.07,72.76,771.83,0.791,121,2,123,1,Yes,yes,Is there a small road?,4.70,5.01,11.29,52.7,7.92,0.0654,3.9583,0.0644,5722,1885,549,36,0.0011,24,105.230,4096
25,Qwen2.5-VL-3B,,697.99,72.87,770.86,0.791,121,2,123,1,No,no,Is there a rectangular road?,5.08,5.29,11.79,53.1,8.25,0.0682,4.1260,0.0671,5727,1880,549,36,0.0011,25,109.522,4096
26,Qwen2.5-VL-3B,,700.01,212.73,912.74,0.933,122,4,126,0,100,1064,How many small roads are there?,5.19,5.41,11.96,53.2,10.75,0.0881,2.6880,0.0853,5734,1873,549,127,0.0039,26,113.814,4096
27,Qwen2.5-VL-3B,,712.43,72.84,785.27,0.805,129,2,131,1,No,no,Is the number of residential buildings equal to the number of medium roads?,4.90,5.25,11.62,53.4,9.28,0.0720,4.6425,0.0709,5739,1868,549,130,0.0040,27,118.212,4096
28,Qwen2.5-VL-3B,,700.37,72.71,773.08,0.793,124,2,126,1,Yes,yes,Are there more roads than rectangular water areas?,4.60,5.01,11.22,53.1,7.86,0.0634,3.9308,0.0624,5742,1865,549,39,0.0012,28,122.786,4096
29,Qwen2.5-VL-3B,,700.36,143.76,844.12,0.864,123,3,126,0,10,2,How many circular residential buildings are there?,5.09,5.37,11.88,53.2,9.51,0.0773,3.1696,0.0755,5748,1859,549,126,0.0038,29,127.183,4096
30,Qwen2.5-VL-3B,,699.17,73.15,772.32,0.792,121,2,123,1,Yes,yes,Is there a grass area?,5.05,5.37,11.85,53.3,8.28,0.0684,4.1398,0.0673,5755,1852,549,37,0.0011,30,131.581,4096
31,Qwen2.5-VL-3B,,756.05,349.11,1105.16,1.125,122,6,128,0,10000,117,What is the amount of forests?,5.00,5.41,11.79,53.2,12.94,0.1060,2.1559,0.1011,5764,1843,549,131,0.0040,31,135.873,4096
32,Qwen2.5-VL-3B,,700.28,212.08,912.36,0.933,123,4,127,0,100,19,How many rectangular commercial buildings are there?,4.98,5.37,11.85,53.7,10.63,0.0864,2.6580,0.0837,5765,1842,550,128,0.0039,32,140.341,4096
33,Qwen2.5-VL-3B,,699.21,72.69,771.90,0.791,120,2,122,1,Yes,yes,Is a forest present?,4.86,5.29,11.60,53.8,8.10,0.0675,4.0524,0.0664,5768,1839,552,37,0.0011,33,144.774,4096
34,Qwen2.5-VL-3B,,699.72,211.68,911.40,0.932,123,4,127,0,100,498,How many farmlands are there?,5.15,5.45,12.01,53.7,10.80,0.0878,2.7011,0.0851,5773,1834,552,128,0.0039,34,149.031,4096
35,Qwen2.5-VL-3B,,711.78,73.32,785.10,0.806,126,2,128,0,Yes,no,Are there less buildings than grass areas in the image?,4.94,5.44,11.69,53.7,9.31,0.0739,4.6556,0.0727,5780,1827,552,127,0.0039,35,153.464,4096
36,Qwen2.5-VL-3B,,700.28,73.24,773.52,0.794,122,2,124,1,Yes,yes,Is a rectangular water area present?,4.73,5.21,11.35,53.7,7.93,0.0650,3.9636,0.0639,5784,1823,555,37,0.0011,36,157.933,4096
37,Qwen2.5-VL-3B,,700.57,144.71,845.28,0.866,124,3,127,0,10,104,What is the number of small grass areas?,5.10,5.41,11.94,54.1,9.55,0.0770,3.1836,0.0752,5790,1817,555,127,0.0039,37,162.260,4096
38,Qwen2.5-VL-3B,,699.53,73.12,772.65,0.794,121,2,123,0,No,yes,Is there a circular parking?,5.06,5.41,11.86,54.1,8.29,0.0685,4.1469,0.0674,5793,1814,556,37,0.0011,38,166.693,4096
39,Qwen2.5-VL-3B,,700.52,73.15,773.67,0.794,123,2,125,1,Yes,yes,Are there less roads than residential buildings?,5.13,5.41,11.95,53.9,8.36,0.0680,4.1823,0.0669,5799,1808,556,38,0.0012,39,170.985,4096
40,Qwen2.5-VL-3B,,700.40,211.68,912.08,0.933,124,4,128,0,100,3,What is the amount of square grass areas?,5.22,5.45,12.05,54.1,10.83,0.0874,2.7080,0.0846,5805,1802,556,129,0.0039,40,175.348,4096
41,Qwen2.5-VL-3B,,700.56,73.03,773.59,0.794,123,2,125,0,Yes,no,Are there more commercial buildings than roads?,4.80,5.05,11.62,53.9,8.14,0.0662,4.0695,0.0651,5809,1798,556,40,0.0012,41,179.816,4096
42,Qwen2.5-VL-3B,,699.67,73.12,772.79,0.794,121,2,123,1,Yes,yes,Is a small building present?,5.09,5.33,11.90,53.9,8.34,0.0689,4.1677,0.0678,5815,1792,556,36,0.0011,42,184.178,4096
43,Qwen2.5-VL-3B,,699.56,72.89,772.45,0.793,120,2,122,1,Yes,yes,Is there a parking?,5.13,5.41,11.98,54.2,8.39,0.0699,4.1925,0.0687,5821,1786,556,35,0.0011,43,188.471,4096
44,Qwen2.5-VL-3B,,699.50,279.83,979.34,1.000,123,5,128,0,1000,2,How many large commercial buildings are there?,5.19,5.41,12.09,54.3,10.87,0.0884,2.1736,0.0849,5825,1782,556,130,0.0040,44,192.728,4096
45,Qwen2.5-VL-3B,,700.64,72.72,773.36,0.795,124,2,126,1,Yes,yes,Are there more commercial buildings than residential areas?,5.12,5.36,12.20,54.2,8.54,0.0688,4.2678,0.0677,5830,1777,556,42,0.0013,45,197.196,4096
46,Qwen2.5-VL-3B,,699.44,72.86,772.30,0.794,126,2,128,0,Yes,no,Are there more commercial buildings than forests in the image?,5.15,5.45,12.05,54.7,8.44,0.0669,4.2175,0.0659,5834,1773,556,41,0.0013,46,201.594,4096
47,Qwen2.5-VL-3B,,700.39,144.80,845.18,0.866,123,3,126,0,10,0,What is the amount of circular roads?,5.20,5.45,12.00,54.3,9.59,0.0780,3.1969,0.0761,5839,1768,556,126,0.0038,47,206.062,4096
48,Qwen2.5-VL-3B,,712.78,73.40,786.18,0.807,128,2,130,1,No,no,Is the number of residential buildings equal to the number of roads?,5.11,5.53,11.95,54.3,9.55,0.0746,4.7750,0.0735,5845,1762,556,129,0.0039,48,210.459,4096
49,Qwen2.5-VL-3B,,699.75,73.19,772.94,0.793,121,2,123,1,No,no,Is there a square road?,4.71,5.09,11.36,54.6,7.97,0.0658,3.9835,0.0648,5849,1758,558,36,0.0011,49,214.998,4096
50,Qwen2.5-VL-3B,,700.18,73.13,773.31,0.794,125,2,127,1,Yes,yes,Are there less commercial buildings than farmlands?,5.10,5.33,11.89,54.8,8.33,0.0666,4.1638,0.0656,5860,1747,558,40,0.0012,50,219.290,4096
51,Qwen2.5-VL-3B,,700.54,73.13,773.67,0.793,125,2,127,1,Yes,yes,Is there a small residential building in the image?,5.18,5.45,11.96,54.6,8.37,0.0670,4.1847,0.0659,5864,1743,558,40,0.0012,51,223.723,4096
52,Qwen2.5-VL-3B,,699.73,73.13,772.86,0.793,123,2,125,1,Yes,yes,Are there less grass areas than roads?,5.12,5.41,12.02,54.5,8.41,0.0684,4.2073,0.0673,5869,1738,558,38,0.0012,52,228.156,4096
53,Qwen2.5-VL-3B,,699.71,73.20,772.91,0.794,121,2,123,0,Yes,no,Is a large road present?,5.16,5.45,12.02,54.7,8.42,0.0696,4.2096,0.0684,5876,1731,558,36,0.0011,53,232.519,4096
54,Qwen2.5-VL-3B,,712.55,72.90,785.45,0.806,127,2,129,1,No,no,Is the number of buildings equal to the number of roads?,5.19,5.45,11.96,54.9,9.56,0.0753,4.7818,0.0741,5881,1726,558,42,0.0013,54,236.811,4096
55,Qwen2.5-VL-3B,,700.76,279.57,980.32,1.001,124,5,129,0,1000,72,What is the number of small commercial buildings?,4.90,5.37,11.54,55.0,10.38,0.0837,2.0753,0.0804,5884,1723,558,131,0.0040,55,241.314,4096
56,Qwen2.5-VL-3B,,699.24,279.65,978.88,0.999,124,5,129,0,1000,2,What is the amount of square residential buildings?,5.19,5.45,12.19,54.9,10.96,0.0884,2.1926,0.0850,5890,1717,558,131,0.0040,56,245.817,4096
57,Qwen2.5-VL-3B,,701.01,73.24,774.25,0.805,124,2,126,1,Yes,yes,Are there less parkings than residential buildings?,5.19,5.48,12.12,54.9,9.68,0.0781,4.8420,0.0769,5895,1712,558,133,0.0041,57,250.321,4096
58,Qwen2.5-VL-3B,,739.16,72.67,811.83,0.832,124,2,126,1,Yes,yes,Is there a farmland in the image?,4.69,5.29,11.32,55.0,9.03,0.0728,4.5158,0.0717,5891,1716,558,39,0.0012,58,254.718,4096
59,Qwen2.5-VL-3B,,731.03,73.20,804.23,0.825,121,2,123,1,Yes,yes,Is there a orchard?,4.70,5.17,11.27,55.1,9.01,0.0744,4.5026,0.0732,5898,1709,558,36,0.0011,59,259.116,4096
60,Qwen2.5-VL-3B,,698.73,73.05,771.77,0.792,122,2,124,1,Yes,yes,Is there a rectangular residential building?,4.82,5.29,11.46,54.9,7.99,0.0655,3.9972,0.0645,5905,1702,558,37,0.0011,60,263.408,4096
61,Qwen2.5-VL-3B,,700.54,73.14,773.67,0.794,124,2,126,1,Yes,yes,Are there less commercial buildings than grass areas?,5.12,5.33,11.85,55.0,8.30,0.0669,4.1490,0.0659,5912,1695,558,39,0.0012,61,267.736,4096
62,Qwen2.5-VL-3B,,698.78,72.94,771.72,0.792,124,2,126,0,Yes,no,Are there less commercial buildings than water areas?,5.17,5.41,11.97,55.3,8.37,0.0675,4.1869,0.0665,5917,1690,558,39,0.0012,62,272.134,4096
63,Qwen2.5-VL-3B,,700.63,72.67,773.29,0.794,124,2,126,1,Yes,yes,Is there a residential area in the image?,5.17,5.48,11.99,55.2,8.40,0.0677,4.1975,0.0666,5925,1682,558,39,0.0012,63,276.531,4096
64,Qwen2.5-VL-3B,,712.43,73.23,785.66,0.806,129,2,131,1,No,no,Is the number of commercial buildings equal to the number of water areas?,5.22,5.49,11.96,55.4,9.57,0.0742,4.7847,0.0730,5928,1679,558,130,0.0040,64,280.929,4096
65,Qwen2.5-VL-3B,,700.71,281.36,982.07,1.002,124,5,129,0,1000,0,What is the amount of square commercial buildings?,4.94,5.36,11.64,55.2,11.62,0.0937,2.3236,0.0901,5935,1672,558,131,0.0040,65,285.503,4096
66,Qwen2.5-VL-3B,,700.50,144.49,844.99,0.864,122,3,125,0,10,0,How many medium roads are there?,4.78,5.29,11.45,55.2,9.16,0.0751,3.0542,0.0733,5938,1669,558,125,0.0038,66,290.006,4096
67,Qwen2.5-VL-3B,,700.46,73.28,773.74,0.794,123,2,125,1,Yes,yes,Are there more buildings than water areas?,5.01,5.33,11.72,55.5,8.20,0.0667,4.0992,0.0656,5941,1666,558,39,0.0012,67,294.369,4096
68,Qwen2.5-VL-3B,,700.44,73.13,773.57,0.794,124,2,126,1,Yes,yes,Are there less medium grass areas than roads?,5.17,5.41,11.88,55.6,8.32,0.0671,4.1581,0.0660,5949,1658,558,39,0.0012,68,298.731,4096
69,Qwen2.5-VL-3B,,733.04,144.02,877.06,0.898,122,3,125,0,10,11,How many orchards are there?,5.08,5.45,11.82,55.5,9.44,0.0774,3.1461,0.0755,5958,1649,557,125,0.0038,69,303.129,4096
70,Qwen2.5-VL-3B,,700.59,73.29,773.88,0.794,125,2,127,1,Yes,yes,Is there a medium residential building in the image?,5.10,5.32,11.99,55.5,8.40,0.0672,4.1975,0.0661,5962,1645,561,41,0.0013,70,307.492,4096
71,Qwen2.5-VL-3B,,713.12,73.43,786.56,0.807,128,2,130,1,No,no,Is the number of roads equal to the number of water areas?,5.17,5.45,11.96,55.7,9.56,0.0747,4.7815,0.0736,5970,1637,561,129,0.0039,71,311.925,4096
72,Qwen2.5-VL-3B,,701.07,73.14,774.21,0.794,125,2,127,0,Yes,no,Are there more medium water areas than commercial buildings?,4.77,5.21,11.34,55.8,7.92,0.0634,3.9604,0.0624,5971,1636,561,40,0.0012,72,316.463,4096
73,Qwen2.5-VL-3B,,700.14,73.12,773.26,0.794,124,2,126,1,Yes,yes,Are there less grass areas than residential buildings?,5.11,5.41,11.90,55.7,8.33,0.0672,4.1637,0.0661,5976,1631,561,39,0.0012,73,320.896,4096
74,Qwen2.5-VL-3B,,700.94,211.78,912.72,0.933,124,4,128,0,100,1,What is the amount of square water areas?,5.20,5.45,11.93,55.6,10.73,0.0866,2.6834,0.0839,5984,1623,561,129,0.0039,74,325.294,4096
75,Qwen2.5-VL-3B,,699.36,144.40,843.76,0.864,124,3,127,0,10,3,What is the amount of circular grass areas?,4.95,5.44,11.65,55.9,9.28,0.0748,3.0920,0.0730,5990,1617,561,127,0.0039,75,329.762,4096
76,Qwen2.5-VL-3B,,698.66,73.16,771.82,0.792,121,2,123,1,Yes,yes,Is there a large building?,5.06,5.37,11.85,56.0,8.28,0.0684,4.1400,0.0673,5995,1612,561,37,0.0011,76,334.195,4096
77,Qwen2.5-VL-3B,,699.72,73.18,772.90,0.794,122,2,124,1,Yes,yes,Is a circular water area present?,5.11,5.36,11.91,55.7,8.34,0.0684,4.1719,0.0673,6000,1607,561,37,0.0011,77,338.487,4096
78,Qwen2.5-VL-3B,,712.87,73.38,786.25,0.807,126,2,128,0,1,3,What is the amount of large buildings in the image?,5.21,5.49,11.94,55.8,9.55,0.0758,4.7735,0.0746,6009,1598,561,127,0.0039,78,342.814,4096
79,Qwen2.5-VL-3B,,700.63,73.05,773.68,0.793,125,2,127,0,Yes,no,Is there a square farmland in the image?,4.78,5.21,11.41,55.6,7.96,0.0637,3.9823,0.0627,6012,1595,561,40,0.0012,79,347.283,4096
80,Qwen2.5-VL-3B,,701.11,72.72,773.83,0.794,124,2,126,0,Yes,no,Are there less residential buildings than water areas?,5.12,5.41,11.86,55.8,8.30,0.0669,4.1508,0.0659,6017,1590,561,39,0.0012,80,351.715,4096
81,Qwen2.5-VL-3B,,699.06,72.67,771.73,0.792,124,2,126,1,Yes,yes,Are there less circular residential buildings than roads?,5.13,5.37,11.90,56.1,8.34,0.0672,4.1688,0.0662,6024,1583,561,39,0.0012,81,356.113,4096
82,Qwen2.5-VL-3B,,713.23,72.89,786.11,0.808,129,2,131,1,No,no,Is the number of commercial buildings equal to the number of pitchs?,5.18,5.45,11.92,56.0,9.54,0.0739,4.7689,0.0728,6027,1580,561,130,0.0040,82,360.511,4096
83,Qwen2.5-VL-3B,,712.88,73.42,786.31,0.807,126,2,128,1,Yes,yes,Are there less commercial buildings than roads in the image?,4.84,5.33,11.38,55.8,9.08,0.0721,4.5421,0.0710,6032,1575,561,127,0.0039,83,365.085,4096
84,Qwen2.5-VL-3B,,713.59,73.49,787.08,0.808,129,2,131,1,Yes,yes,Is there a commercial building at the bottom of the  circular forest?,4.76,5.25,11.31,55.9,9.05,0.0702,4.5267,0.0691,6040,1567,561,130,0.0040,84,369.553,4096
85,Qwen2.5-VL-3B,,701.18,73.14,774.32,0.795,124,2,126,1,Yes,yes,Are there less small grass areas than buildings?,4.61,5.05,11.15,56.1,7.81,0.0630,3.9073,0.0620,6044,1563,560,39,0.0012,85,374.126,4096
86,Qwen2.5-VL-3B,,700.84,72.72,773.56,0.795,125,2,127,0,Yes,no,Are there more water areas than small grass areas?,5.09,5.29,11.82,56.3,8.28,0.0662,4.1401,0.0652,6050,1557,560,40,0.0012,86,378.524,4096
87,Qwen2.5-VL-3B,,699.94,72.80,772.74,0.793,122,2,124,1,Yes,yes,Is there a small commercial building?,5.15,5.41,11.90,56.0,8.33,0.0682,4.1628,0.0671,6052,1555,560,37,0.0011,87,382.957,4096
88,Qwen2.5-VL-3B,,713.00,73.19,786.19,0.807,129,2,131,1,No,no,Is the number of water areas equal to the number of rectangular buildings?,5.20,5.48,11.99,56.1,9.60,0.0744,4.7985,0.0733,6060,1547,560,130,0.0040,88,387.284,4096
89,Qwen2.5-VL-3B,,699.55,73.17,772.72,0.792,122,2,124,0,No,yes,Is there a square water area?,4.70,5.09,11.19,55.9,7.85,0.0643,3.9229,0.0633,6065,1542,560,37,0.0011,89,391.858,4096
90,Qwen2.5-VL-3B,,699.23,73.17,772.40,0.793,122,2,124,0,Yes,no,Is there a square village green?,5.09,5.33,11.80,56.2,8.26,0.0677,4.1280,0.0666,6069,1538,560,37,0.0011,90,396.186,4096
91,Qwen2.5-VL-3B,,700.37,73.30,773.68,0.793,124,2,126,1,Yes,yes,Are there less circular buildings than water areas?,5.21,5.45,11.92,56.3,8.35,0.0673,4.1735,0.0662,6071,1536,560,39,0.0012,91,400.513,4096
92,Qwen2.5-VL-3B,,700.40,73.16,773.56,0.795,122,2,124,1,Yes,yes,Is there a rectangular commercial building?,5.16,5.44,11.95,56.2,8.37,0.0686,4.1845,0.0675,6073,1534,560,37,0.0011,92,404.911,4096
93,Qwen2.5-VL-3B,,712.94,73.38,786.31,0.807,128,2,130,1,No,no,Is the number of forests equal to the number of water areas?,5.21,5.49,12.00,56.4,9.60,0.0750,4.8015,0.0739,6078,1529,560,129,0.0039,93,409.238,4096
94,Qwen2.5-VL-3B,,700.03,73.16,773.18,0.794,121,2,123,0,No,yes,Is a circular building present?,4.80,5.21,11.33,56.1,7.91,0.0653,3.9534,0.0643,6076,1531,567,36,0.0011,94,413.777,4096
95,Qwen2.5-VL-3B,,712.43,73.47,785.89,0.807,128,2,130,1,No,no,Is the number of roads equal to the number of commercial buildings?,5.18,5.45,11.88,56.4,9.50,0.0742,4.7497,0.0731,6082,1525,567,43,0.0013,95,418.069,4096
96,Qwen2.5-VL-3B,,702.55,73.17,775.72,0.796,127,2,129,1,No,no,Is the number of roads equal to the number of forests?,4.67,5.01,11.28,56.2,7.90,0.0622,3.9504,0.0612,6087,1520,567,128,0.0039,96,422.607,4096
97,Qwen2.5-VL-3B,,700.14,72.93,773.07,0.794,123,2,125,0,Yes,no,Are there less forests than commercial buildings?,5.09,5.29,11.86,56.5,8.31,0.0676,4.1546,0.0665,6089,1518,575,38,0.0012,97,427.111,4096
98,Qwen2.5-VL-3B,,699.87,72.74,772.61,0.793,124,2,126,1,Yes,yes,Are there more grass areas than square buildings?,5.18,5.45,11.91,56.2,8.34,0.0673,4.1700,0.0662,6094,1513,575,39,0.0012,98,431.473,4096
99,Qwen2.5-VL-3B,,699.77,73.14,772.91,0.793,121,2,123,1,Yes,yes,Is there a square building?,5.21,5.49,11.94,56.3,8.36,0.0691,4.1788,0.0679,6098,1509,575,36,0.0011,99,435.871,4096
100,Qwen2.5-VL-3B,,616.17,144.94,761.10,0.786,124,3,127,1,Rural,rural,Is it a rural or an urban area,5.14,5.49,11.80,56.3,8.25,0.0665,2.7487,0.0649,6105,1502,575,127,0.0039,99,435.730,4096
101,Qwen2.5-VL-3B,,616.27,73.30,689.58,0.712,126,2,128,0,1,5,What is the number of commercial buildings in the image?,5.19,5.45,11.92,56.6,8.34,0.0662,4.1689,0.0651,6109,1498,575,127,0.0039,99,435.660,4096
102,Qwen2.5-VL-3B,,616.48,73.16,689.63,0.711,121,2,123,0,No,yes,Is there a residential building?,4.80,5.25,11.27,56.3,7.86,0.0649,3.9276,0.0639,6109,1498,575,122,0.0037,99,435.836,4096
103,Qwen2.5-VL-3B,,699.42,73.12,772.54,0.791,120,2,122,1,Yes,yes,Is a road present?,4.72,5.21,11.24,56.4,7.85,0.0654,3.9267,0.0644,6108,1499,575,35,0.0011,100,440.128,4096
104,Qwen2.5-VL-3B,,616.16,73.22,689.38,0.713,120,2,122,0,No,yes,Is a building present?,5.07,5.37,11.77,56.4,8.23,0.0686,4.1163,0.0675,6108,1499,575,121,0.0037,100,440.128,4096
105,Qwen2.5-VL-3B,,616.20,145.04,761.24,0.783,122,3,125,0,10,202,How many small roads are there?,4.90,5.41,11.46,56.7,7.98,0.0654,2.6595,0.0638,6113,1494,575,125,0.0038,100,439.987,4096
106,Qwen2.5-VL-3B,,699.02,73.05,772.07,0.791,121,2,123,1,Yes,yes,Is a farmland present?,5.13,5.41,11.87,56.7,8.31,0.0687,4.1570,0.0676,6113,1494,575,37,0.0011,101,444.350,4096
107,Qwen2.5-VL-3B,,699.29,73.11,772.41,0.793,121,2,123,1,Yes,yes,Is a grass area present?,5.13,5.40,11.99,56.5,8.39,0.0694,4.1974,0.0683,6113,1494,575,36,0.0011,102,448.642,4096
108,Qwen2.5-VL-3B,,616.30,73.21,689.51,0.712,125,2,127,1,Yes,yes,Are there less commercial buildings than farmlands?,5.16,5.45,11.91,56.6,8.34,0.0667,4.1709,0.0657,6119,1488,575,126,0.0038,102,448.501,4096
109,Qwen2.5-VL-3B,,699.83,281.17,981.00,0.999,121,5,126,0,1000,202,How many roads are there?,4.90,5.33,11.49,56.5,10.31,0.0852,2.0615,0.0818,6124,1483,575,128,0.0039,103,452.934,4096
110,Qwen2.5-VL-3B,,712.65,74.02,786.66,0.807,129,2,131,1,No,no,Is the number of residential buildings equal to the number of water areas?,5.17,5.40,12.06,56.4,9.64,0.0748,4.8221,0.0736,6124,1483,575,130,0.0040,104,457.332,4096
111,Qwen2.5-VL-3B,,699.14,73.17,772.31,0.793,121,2,123,1,Yes,yes,Is there a rectangular building?,4.72,5.01,11.35,56.5,7.95,0.0657,3.9763,0.0647,6129,1478,575,36,0.0011,105,461.906,4096
112,Qwen2.5-VL-3B,,616.35,73.08,689.43,0.713,124,2,126,1,Yes,yes,Are there more water areas than commercial buildings?,5.13,5.45,11.82,56.7,8.27,0.0667,4.1370,0.0657,6134,1473,575,125,0.0038,105,461.800,4096
