Question ID,Model,Model Load Time (s),Prefill Time (ms),Decode Time (ms),Total Compute Time (ms),Latency (s),Input Tokens,Output Tokens,Total Tokens,Correct,Model Response,Ground Truth,Question,Avg GPU+CPU Power (W),Max GPU+CPU Power (W),Avg Board Power (W),Max GPU Temp (C),Total Energy (J),Energy per Input Token (J),Energy per Output Token (J),Energy per Total Token (J),RAM Used (MB),RAM Free (MB),Swap Used (MB),KV Active Tokens,KV Active Ratio,Prompt Cache Entries,Prompt Cache Size (MB),Prompt Cache Limit (MB)
15,Qwen2.5-VL-3B,,172.07,73.04,245.11,0.260,122,2,124,0,1,44,How many village greens are there?,3.57,3.84,9.54,54.6,1.89,0.0155,0.9442,0.0152,5563,2044,471,123,0.0038,0,0.000,0
16,Qwen2.5-VL-3B,,117.14,72.93,190.06,0.205,123,2,125,1,Yes,yes,Are there less grass areas than buildings?,3.86,4.03,10.14,54.9,2.02,0.0164,1.0097,0.0162,5561,2046,484,124,0.0038,0,0.000,0
17,Qwen2.5-VL-3B,,117.23,212.78,330.02,0.345,123,4,127,0,100,19,How many medium residential buildings are there?,3.82,4.22,9.99,55.0,2.98,0.0243,0.7457,0.0235,5561,2046,484,128,0.0039,0,0.000,0
18,Qwen2.5-VL-3B,,119.12,72.95,192.07,0.207,125,2,127,1,Yes,yes,Is a circular grass area present in the image?,4.08,4.18,10.55,55.2,2.10,0.0168,1.0511,0.0166,5561,2046,484,126,0.0038,0,0.000,0
19,Qwen2.5-VL-3B,,117.25,72.94,190.18,0.205,123,2,125,0,1,27,What is the amount of pitchs?,3.77,3.99,10.02,55.2,2.00,0.0162,0.9978,0.0160,5561,2046,484,124,0.0038,0,0.000,0
20,Qwen2.5-VL-3B,,106.77,72.93,179.70,0.195,121,2,123,1,Yes,yes,Is there a village green?,3.52,3.52,9.58,54.3,0.96,0.0079,0.4797,0.0078,5561,2046,484,122,0.0037,0,0.000,0
21,Qwen2.5-VL-3B,,117.51,73.02,190.53,0.206,125,2,127,1,Yes,yes,Is a large commercial building present in the image?,3.97,4.11,10.25,55.1,2.04,0.0164,1.0222,0.0161,5561,2046,484,126,0.0038,0,0.000,0
22,Qwen2.5-VL-3B,,117.17,72.95,190.11,0.205,123,2,125,0,1,42,What is the number of water areas?,3.73,3.92,9.87,54.9,1.97,0.0160,0.9829,0.0157,5561,2046,484,124,0.0038,0,0.000,0
23,Qwen2.5-VL-3B,,118.62,72.94,191.56,0.206,128,2,130,1,No,no,Is the number of buildings equal to the number of water areas?,3.65,3.88,9.64,54.8,1.92,0.0150,0.9595,0.0148,5561,2046,484,129,0.0039,0,0.000,0
24,Qwen2.5-VL-3B,,106.44,72.87,179.32,0.194,121,2,123,1,Yes,yes,Is there a small road?,3.48,3.52,9.38,54.5,0.94,0.0078,0.4698,0.0076,5561,2046,484,122,0.0037,0,0.000,0
25,Qwen2.5-VL-3B,,105.88,72.88,178.76,0.194,121,2,123,0,Yes,no,Is there a rectangular road?,3.80,3.80,9.90,54.8,0.99,0.0082,0.4957,0.0081,5561,2046,484,122,0.0037,0,0.000,0
26,Qwen2.5-VL-3B,,116.86,72.88,189.74,0.205,122,2,124,0,2,1064,How many small roads are there?,4.11,4.22,10.38,54.9,2.07,0.0170,1.0353,0.0167,5561,2046,484,123,0.0038,0,0.000,0
27,Qwen2.5-VL-3B,,118.78,73.05,191.82,0.207,129,2,131,1,No,no,Is the number of residential buildings equal to the number of medium roads?,3.85,3.99,9.99,54.8,1.99,0.0154,0.9935,0.0152,5561,2046,484,130,0.0040,0,0.000,0
28,Qwen2.5-VL-3B,,117.45,72.96,190.41,0.205,124,2,126,1,Yes,yes,Are there more roads than rectangular water areas?,3.72,3.92,9.72,54.8,1.93,0.0156,0.9651,0.0153,5561,2046,484,125,0.0038,0,0.000,0
29,Qwen2.5-VL-3B,,117.17,72.96,190.13,0.205,123,2,125,0,0,2,How many circular residential buildings are there?,3.68,3.84,9.72,54.7,1.93,0.0157,0.9660,0.0155,5561,2046,484,124,0.0038,0,0.000,0
30,Qwen2.5-VL-3B,,106.78,72.96,179.74,0.195,121,2,123,1,Yes,yes,Is there a grass area?,3.52,3.60,9.44,54.6,0.95,0.0078,0.4728,0.0077,5561,2046,484,122,0.0037,0,0.000,0
31,Qwen2.5-VL-3B,,124.84,72.95,197.79,0.213,122,2,124,0,1,117,What is the amount of forests?,3.85,3.99,9.97,55.0,1.99,0.0163,0.9938,0.0160,5561,2046,484,123,0.0038,0,0.000,0
32,Qwen2.5-VL-3B,,117.15,72.94,190.09,0.205,123,2,125,0,1,19,How many rectangular commercial buildings are there?,3.86,4.03,9.96,55.0,1.98,0.0161,0.9914,0.0159,5561,2046,484,124,0.0038,0,0.000,0
33,Qwen2.5-VL-3B,,106.44,72.90,179.33,0.194,120,2,122,1,Yes,yes,Is a forest present?,3.58,3.64,9.54,54.5,0.96,0.0080,0.4778,0.0078,5561,2046,484,121,0.0037,0,0.000,0
34,Qwen2.5-VL-3B,,117.18,72.94,190.12,0.205,123,2,125,0,4,498,How many farmlands are there?,3.94,4.11,10.12,54.9,2.02,0.0164,1.0093,0.0161,5561,2046,484,124,0.0038,0,0.000,0
35,Qwen2.5-VL-3B,,118.02,72.99,191.00,0.205,126,2,128,0,Yes,no,Are there less buildings than grass areas in the image?,3.76,3.92,9.85,54.9,1.96,0.0156,0.9799,0.0153,5561,2046,484,127,0.0039,0,0.000,0
36,Qwen2.5-VL-3B,,116.93,72.94,189.86,0.205,122,2,124,1,Yes,yes,Is a rectangular water area present?,3.65,3.84,9.64,54.8,1.92,0.0157,0.9585,0.0155,5561,2046,484,123,0.0038,0,0.000,0
37,Qwen2.5-VL-3B,,117.42,144.49,261.92,0.276,124,3,127,0,10,104,What is the number of small grass areas?,3.60,3.80,9.55,54.9,1.90,0.0153,0.6330,0.0150,5561,2046,484,127,0.0039,0,0.000,0
38,Qwen2.5-VL-3B,,106.82,73.00,179.82,0.195,121,2,123,0,No,yes,Is there a circular parking?,4.01,4.15,10.28,55.4,1.03,0.0085,0.5147,0.0084,5561,2046,484,122,0.0037,0,0.000,0
39,Qwen2.5-VL-3B,,117.20,72.90,190.10,0.205,123,2,125,1,Yes,yes,Are there less roads than residential buildings?,4.13,4.26,10.51,55.2,2.10,0.0171,1.0492,0.0168,5561,2046,484,124,0.0038,0,0.000,0
40,Qwen2.5-VL-3B,,117.36,72.97,190.34,0.205,124,2,126,0,1,3,What is the amount of square grass areas?,3.88,3.99,10.06,54.9,2.00,0.0161,0.9998,0.0159,5561,2046,484,125,0.0038,0,0.000,0
41,Qwen2.5-VL-3B,,117.16,72.98,190.14,0.205,123,2,125,1,No,no,Are there more commercial buildings than roads?,3.66,3.80,9.75,54.9,1.94,0.0157,0.9684,0.0155,5561,2046,484,124,0.0038,0,0.000,0
42,Qwen2.5-VL-3B,,106.77,72.93,179.70,0.195,121,2,123,1,Yes,yes,Is a small building present?,3.52,3.64,9.44,54.5,0.95,0.0078,0.4728,0.0077,5561,2046,484,122,0.0037,0,0.000,0
43,Qwen2.5-VL-3B,,106.06,72.96,179.03,0.194,120,2,122,0,No,yes,Is there a parking?,3.78,3.80,9.82,55.0,0.98,0.0082,0.4917,0.0081,5561,2046,484,121,0.0037,0,0.000,0
44,Qwen2.5-VL-3B,,117.08,72.92,189.99,0.205,123,2,125,0,1,2,How many large commercial buildings are there?,4.07,4.19,10.33,55.3,2.06,0.0168,1.0303,0.0165,5561,2046,484,124,0.0038,0,0.000,0
45,Qwen2.5-VL-3B,,117.39,72.92,190.31,0.205,124,2,126,0,No,yes,Are there more commercial buildings than residential areas?,3.85,3.99,10.03,55.2,1.99,0.0161,0.9958,0.0158,5561,2046,484,125,0.0038,0,0.000,0
46,Qwen2.5-VL-3B,,106.38,72.88,179.25,0.194,126,2,128,0,Yes,no,Are there more commercial buildings than forests in the image?,3.66,3.84,9.62,54.5,0.96,0.0076,0.4817,0.0075,5561,2046,484,127,0.0039,0,0.000,0
47,Qwen2.5-VL-3B,,117.10,72.96,190.06,0.205,123,2,125,1,0,0,What is the amount of circular roads?,3.84,3.99,10.09,55.2,2.02,0.0164,1.0079,0.0161,5561,2046,484,124,0.0038,0,0.000,0
48,Qwen2.5-VL-3B,,118.59,72.98,191.56,0.206,128,2,130,1,No,no,Is the number of residential buildings equal to the number of roads?,3.77,3.96,9.90,54.8,1.96,0.0153,0.9819,0.0151,5561,2046,484,129,0.0039,0,0.000,0
49,Qwen2.5-VL-3B,,106.43,73.00,179.43,0.194,121,2,123,0,Yes,no,Is there a square road?,3.60,3.80,9.68,54.4,0.97,0.0080,0.4847,0.0079,5561,2046,484,122,0.0037,0,0.000,0
50,Qwen2.5-VL-3B,,117.85,73.07,190.92,0.206,125,2,127,1,Yes,yes,Are there less commercial buildings than farmlands?,3.82,3.99,9.98,55.0,1.99,0.0159,0.9968,0.0157,5561,2046,484,126,0.0038,0,0.000,0
51,Qwen2.5-VL-3B,,117.61,72.94,190.55,0.206,125,2,127,1,Yes,yes,Is there a small residential building in the image?,3.77,3.99,9.83,54.8,1.95,0.0156,0.9741,0.0153,5561,2046,484,126,0.0038,0,0.000,0
52,Qwen2.5-VL-3B,,117.13,72.92,190.05,0.205,123,2,125,0,No,yes,Are there less grass areas than roads?,3.61,3.80,9.68,55.3,1.92,0.0156,0.9585,0.0153,5561,2046,484,124,0.0038,0,0.000,0
53,Qwen2.5-VL-3B,,106.75,72.93,179.68,0.195,121,2,123,0,Yes,no,Is a large road present?,3.52,3.76,9.46,54.7,0.95,0.0078,0.4738,0.0077,5561,2046,484,122,0.0037,0,0.000,0
54,Qwen2.5-VL-3B,,118.01,73.00,191.01,0.205,127,2,129,1,No,no,Is the number of buildings equal to the number of roads?,3.73,3.92,9.89,55.1,1.98,0.0156,0.9883,0.0153,5561,2046,484,128,0.0039,0,0.000,0
55,Qwen2.5-VL-3B,,117.43,72.95,190.38,0.205,124,2,126,0,1,72,What is the number of small commercial buildings?,3.69,3.96,9.88,54.9,1.95,0.0158,0.9773,0.0155,5561,2046,484,125,0.0038,0,0.000,0
56,Qwen2.5-VL-3B,,106.74,280.75,387.49,0.402,124,5,129,0,1000,2,What is the amount of square residential buildings?,3.83,4.34,10.08,55.1,3.99,0.0322,0.7981,0.0309,5561,2046,484,131,0.0040,0,0.000,0
57,Qwen2.5-VL-3B,,117.38,72.91,190.28,0.205,124,2,126,1,Yes,yes,Are there less parkings than residential buildings?,3.98,4.22,10.34,55.0,2.05,0.0165,1.0253,0.0163,5561,2046,484,125,0.0038,0,0.000,0
58,Qwen2.5-VL-3B,,192.67,73.14,265.81,0.281,124,2,126,1,Yes,yes,Is there a farmland in the image?,3.55,3.92,9.65,54.9,1.92,0.0155,0.9584,0.0152,5561,2046,484,125,0.0038,0,0.000,0
59,Qwen2.5-VL-3B,,106.82,73.00,179.82,0.195,121,2,123,1,Yes,yes,Is there a orchard?,3.84,3.88,10.14,55.2,1.02,0.0084,0.5076,0.0083,5562,2045,518,122,0.0037,0,0.000,0
60,Qwen2.5-VL-3B,,106.17,72.96,179.13,0.194,122,2,124,1,Yes,yes,Is there a rectangular residential building?,4.05,4.07,10.57,55.1,1.06,0.0087,0.5294,0.0085,5561,2046,531,123,0.0038,0,0.000,0
61,Qwen2.5-VL-3B,,117.28,72.98,190.26,0.206,124,2,126,1,Yes,yes,Are there less commercial buildings than grass areas?,4.18,4.26,10.74,55.3,2.14,0.0173,1.0720,0.0170,5561,2046,531,125,0.0038,0,0.000,0
62,Qwen2.5-VL-3B,,105.82,72.91,178.73,0.194,124,2,126,1,No,no,Are there less commercial buildings than water areas?,3.91,4.15,10.17,54.8,1.02,0.0082,0.5091,0.0081,5561,2046,531,125,0.0038,0,0.000,0
63,Qwen2.5-VL-3B,,117.44,72.94,190.38,0.206,124,2,126,1,Yes,yes,Is there a residential area in the image?,3.98,4.11,10.33,55.1,2.06,0.0166,1.0320,0.0164,5561,2046,531,125,0.0038,0,0.000,0
64,Qwen2.5-VL-3B,,118.51,73.09,191.60,0.207,129,2,131,1,No,no,Is the number of commercial buildings equal to the number of water areas?,3.79,3.99,10.04,54.9,1.99,0.0154,0.9943,0.0152,5561,2046,531,130,0.0040,0,0.000,0
65,Qwen2.5-VL-3B,,117.42,73.01,190.43,0.205,124,2,126,1,0,0,What is the amount of square commercial buildings?,3.61,3.80,9.75,55.2,1.93,0.0156,0.9655,0.0153,5561,2046,531,125,0.0038,0,0.000,0
66,Qwen2.5-VL-3B,,116.94,72.97,189.91,0.205,122,2,124,0,1,0,How many medium roads are there?,3.56,3.72,9.63,55.1,1.91,0.0156,0.9535,0.0154,5562,2045,531,123,0.0038,0,0.000,0
67,Qwen2.5-VL-3B,,117.18,73.01,190.19,0.205,123,2,125,1,Yes,yes,Are there more buildings than water areas?,3.52,3.68,9.50,55.1,1.88,0.0153,0.9406,0.0150,5562,2045,531,124,0.0038,0,0.000,0
68,Qwen2.5-VL-3B,,116.97,72.99,189.95,0.205,124,2,126,1,Yes,yes,Are there less medium grass areas than roads?,3.52,3.68,9.43,55.1,1.87,0.0151,0.9337,0.0148,5562,2045,531,125,0.0038,0,0.000,0
69,Qwen2.5-VL-3B,,116.88,73.12,190.00,0.205,122,2,124,0,1,11,How many orchards are there?,3.52,3.68,9.43,55.0,1.87,0.0153,0.9336,0.0151,5562,2045,531,123,0.0038,0,0.000,0
70,Qwen2.5-VL-3B,,117.62,72.98,190.61,0.206,125,2,127,1,Yes,yes,Is there a medium residential building in the image?,3.52,3.68,9.47,54.9,1.88,0.0150,0.9378,0.0148,5562,2045,531,126,0.0038,0,0.000,0
71,Qwen2.5-VL-3B,,118.25,72.96,191.21,0.205,128,2,130,1,No,no,Is the number of roads equal to the number of water areas?,3.49,3.64,9.51,55.0,1.88,0.0147,0.9416,0.0145,5562,2045,531,129,0.0039,0,0.000,0
72,Qwen2.5-VL-3B,,117.73,73.16,190.89,0.206,125,2,127,0,Yes,no,Are there more medium water areas than commercial buildings?,3.51,3.68,9.50,54.9,1.88,0.0150,0.9397,0.0148,5562,2045,531,126,0.0038,0,0.000,0
73,Qwen2.5-VL-3B,,116.92,73.13,190.05,0.205,124,2,126,1,Yes,yes,Are there less grass areas than residential buildings?,3.51,3.68,9.54,55.0,1.89,0.0152,0.9436,0.0150,5562,2045,531,125,0.0038,0,0.000,0
74,Qwen2.5-VL-3B,,117.39,72.97,190.36,0.205,124,2,126,1,1,1,What is the amount of square water areas?,3.48,3.64,9.54,55.0,1.89,0.0152,0.9436,0.0150,5562,2045,531,125,0.0038,0,0.000,0
75,Qwen2.5-VL-3B,,106.08,72.86,178.94,0.194,124,2,126,0,2,3,What is the amount of circular grass areas?,3.46,3.68,9.40,54.6,0.94,0.0076,0.4708,0.0075,5562,2045,531,125,0.0038,0,0.000,0
76,Qwen2.5-VL-3B,,106.75,73.01,179.76,0.195,121,2,123,1,Yes,yes,Is there a large building?,3.60,3.64,9.64,55.0,0.97,0.0080,0.4827,0.0078,5562,2045,531,122,0.0037,0,0.000,0
77,Qwen2.5-VL-3B,,106.70,72.94,179.64,0.195,122,2,124,1,Yes,yes,Is a circular water area present?,3.88,3.88,10.10,55.1,1.01,0.0083,0.5055,0.0082,5562,2045,531,123,0.0038,0,0.000,0
78,Qwen2.5-VL-3B,,118.05,72.91,190.96,0.206,126,2,128,0,1,3,What is the amount of large buildings in the image?,4.11,4.18,10.45,55.1,2.09,0.0166,1.0443,0.0163,5562,2045,531,127,0.0039,0,0.000,0
79,Qwen2.5-VL-3B,,117.66,72.95,190.61,0.206,125,2,127,0,Yes,no,Is there a square farmland in the image?,3.94,4.30,10.15,55.2,2.01,0.0161,1.0047,0.0158,5562,2045,531,126,0.0038,0,0.000,0
80,Qwen2.5-VL-3B,,117.38,72.93,190.31,0.206,124,2,126,1,No,no,Are there less residential buildings than water areas?,3.69,3.99,9.79,55.2,1.94,0.0156,0.9688,0.0154,5562,2045,531,125,0.0038,0,0.000,0
81,Qwen2.5-VL-3B,,106.76,72.96,179.72,0.195,124,2,126,1,Yes,yes,Are there less circular residential buildings than roads?,3.60,3.88,9.68,54.9,0.97,0.0078,0.4847,0.0077,5562,2045,531,125,0.0038,0,0.000,0
82,Qwen2.5-VL-3B,,118.81,72.94,191.75,0.207,129,2,131,1,No,no,Is the number of commercial buildings equal to the number of pitchs?,3.74,3.92,9.87,55.4,1.98,0.0153,0.9883,0.0151,5562,2045,531,130,0.0040,0,0.000,0
83,Qwen2.5-VL-3B,,118.02,72.96,190.99,0.206,126,2,128,1,Yes,yes,Are there less commercial buildings than roads in the image?,3.75,4.11,9.93,55.2,1.97,0.0156,0.9829,0.0154,5562,2045,531,127,0.0039,0,0.000,0
84,Qwen2.5-VL-3B,,118.83,73.01,191.84,0.207,129,2,131,0,No,yes,Is there a commercial building at the bottom of the  circular forest?,3.61,3.96,9.72,55.1,1.92,0.0149,0.9625,0.0147,5562,2045,531,130,0.0040,0,0.000,0
85,Qwen2.5-VL-3B,,117.41,72.92,190.33,0.206,124,2,126,1,Yes,yes,Are there less small grass areas than buildings?,3.56,3.88,9.65,54.9,1.91,0.0154,0.9558,0.0152,5562,2045,531,125,0.0038,0,0.000,0
86,Qwen2.5-VL-3B,,117.06,72.90,189.96,0.205,125,2,127,1,No,no,Are there more water areas than small grass areas?,3.55,3.88,9.62,55.0,1.90,0.0152,0.9515,0.0150,5562,2045,531,126,0.0038,0,0.000,0
87,Qwen2.5-VL-3B,,116.79,72.94,189.73,0.205,122,2,124,1,Yes,yes,Is there a small commercial building?,3.32,3.48,9.19,54.8,1.84,0.0150,0.9177,0.0148,5562,2045,531,123,0.0038,0,0.000,0
88,Qwen2.5-VL-3B,,118.55,72.93,191.47,0.206,129,2,131,1,No,no,Is the number of water areas equal to the number of rectangular buildings?,3.35,3.48,9.17,55.1,1.83,0.0142,0.9148,0.0140,5562,2045,531,130,0.0040,0,0.000,0
89,Qwen2.5-VL-3B,,106.72,72.96,179.68,0.194,122,2,124,1,Yes,yes,Is there a square water area?,3.24,3.24,9.13,54.5,0.91,0.0075,0.4569,0.0074,5562,2045,531,123,0.0038,0,0.000,0
90,Qwen2.5-VL-3B,,105.89,72.95,178.84,0.194,122,2,124,0,Yes,no,Is there a square village green?,3.74,3.76,10.02,55.2,1.00,0.0082,0.5016,0.0081,5562,2045,531,123,0.0038,0,0.000,0
91,Qwen2.5-VL-3B,,117.33,73.03,190.36,0.205,124,2,126,0,No,yes,Are there less circular buildings than water areas?,4.08,4.22,10.61,55.5,2.12,0.0171,1.0579,0.0168,5562,2045,531,125,0.0038,0,0.000,0
92,Qwen2.5-VL-3B,,116.90,72.87,189.78,0.205,122,2,124,1,Yes,yes,Is there a rectangular commercial building?,3.77,3.99,10.05,55.2,2.00,0.0164,1.0022,0.0162,5561,2046,531,123,0.0038,0,0.000,0
93,Qwen2.5-VL-3B,,118.33,72.89,191.21,0.206,128,2,130,1,No,no,Is the number of forests equal to the number of water areas?,3.64,3.92,9.75,55.2,1.94,0.0152,0.9724,0.0150,5561,2046,531,129,0.0039,0,0.000,0
94,Qwen2.5-VL-3B,,106.41,73.00,179.42,0.194,121,2,123,0,No,yes,Is a circular building present?,3.46,3.52,9.42,54.9,0.94,0.0078,0.4718,0.0077,5562,2045,531,122,0.0037,0,0.000,0
95,Qwen2.5-VL-3B,,118.25,72.90,191.15,0.206,128,2,130,1,No,no,Is the number of roads equal to the number of commercial buildings?,3.97,4.11,10.25,55.5,2.04,0.0160,1.0222,0.0157,5562,2045,531,129,0.0039,0,0.000,0
96,Qwen2.5-VL-3B,,105.46,72.95,178.41,0.193,127,2,129,1,No,no,Is the number of roads equal to the number of forests?,3.60,3.60,9.68,55.1,0.97,0.0076,0.4847,0.0075,5562,2045,531,128,0.0039,0,0.000,0
97,Qwen2.5-VL-3B,,117.27,72.91,190.18,0.205,123,2,125,0,Yes,no,Are there less forests than commercial buildings?,3.98,4.15,10.35,55.6,2.07,0.0168,1.0325,0.0165,5562,2045,531,124,0.0038,0,0.000,0
98,Qwen2.5-VL-3B,,116.86,72.94,189.80,0.205,124,2,126,1,Yes,yes,Are there more grass areas than square buildings?,3.73,3.92,9.89,55.6,1.97,0.0159,0.9853,0.0156,5562,2045,531,125,0.0038,0,0.000,0
99,Qwen2.5-VL-3B,,106.71,72.93,179.63,0.195,121,2,123,1,Yes,yes,Is there a square building?,3.48,3.48,9.50,54.9,0.95,0.0079,0.4758,0.0077,5562,2045,531,122,0.0037,0,0.000,0
100,Qwen2.5-VL-3B,,593.55,144.95,738.50,0.761,124,3,127,1,Rural,rural,Is it a rural or an urban area,4.33,4.66,10.77,55.4,7.56,0.0610,2.5203,0.0595,5562,2045,531,127,0.0039,0,0.000,0
101,Qwen2.5-VL-3B,,118.00,73.01,191.01,0.206,126,2,128,0,0,5,What is the number of commercial buildings in the image?,4.57,4.78,11.17,55.5,2.23,0.0177,1.1146,0.0174,5563,2044,531,127,0.0039,0,0.000,0
102,Qwen2.5-VL-3B,,106.76,72.95,179.72,0.195,121,2,123,0,No,yes,Is there a residential building?,4.17,4.54,10.61,55.1,1.06,0.0088,0.5310,0.0086,5563,2044,531,122,0.0037,0,0.000,0
103,Qwen2.5-VL-3B,,106.11,72.94,179.05,0.194,120,2,122,1,Yes,yes,Is a road present?,3.97,4.03,10.31,55.1,1.03,0.0086,0.5161,0.0085,5563,2044,531,121,0.0037,0,0.000,0
104,Qwen2.5-VL-3B,,105.83,72.98,178.81,0.193,120,2,122,1,Yes,yes,Is a building present?,4.22,4.22,10.62,55.0,1.06,0.0089,0.5315,0.0087,5563,2044,531,121,0.0037,0,0.000,0
105,Qwen2.5-VL-3B,,116.78,72.94,189.72,0.205,122,2,124,0,2,202,How many small roads are there?,4.30,4.34,10.77,55.4,2.16,0.0177,1.0779,0.0174,5563,2044,531,123,0.0038,0,0.000,0
106,Qwen2.5-VL-3B,,106.67,72.96,179.63,0.194,121,2,123,1,Yes,yes,Is a farmland present?,3.84,3.88,9.95,55.2,1.00,0.0082,0.4982,0.0081,5563,2044,531,122,0.0037,0,0.000,0
107,Qwen2.5-VL-3B,,106.10,72.96,179.06,0.193,121,2,123,1,Yes,yes,Is a grass area present?,4.07,4.11,10.46,55.4,1.05,0.0087,0.5236,0.0085,5563,2044,531,122,0.0037,0,0.000,0
108,Qwen2.5-VL-3B,,117.63,72.95,190.59,0.205,125,2,127,1,Yes,yes,Are there less commercial buildings than farmlands?,4.26,4.38,10.85,55.6,2.16,0.0173,1.0819,0.0170,5563,2044,531,126,0.0038,0,0.000,0
109,Qwen2.5-VL-3B,,106.67,72.94,179.61,0.194,121,2,123,0,1,202,How many roads are there?,3.76,3.76,9.98,55.1,1.00,0.0083,0.4996,0.0081,5563,2044,531,122,0.0037,0,0.000,0
110,Qwen2.5-VL-3B,,118.83,72.99,191.82,0.207,129,2,131,1,No,no,Is the number of residential buildings equal to the number of water areas?,4.12,4.22,10.52,55.4,2.10,0.0163,1.0491,0.0160,5563,2044,531,130,0.0040,0,0.000,0
111,Qwen2.5-VL-3B,,106.38,73.01,179.39,0.194,121,2,123,1,Yes,yes,Is there a rectangular building?,3.70,3.72,9.84,55.4,0.99,0.0081,0.4926,0.0080,5563,2044,531,122,0.0037,0,0.000,0
112,Qwen2.5-VL-3B,,117.34,72.92,190.26,0.205,124,2,126,1,Yes,yes,Are there more water areas than commercial buildings?,4.06,4.18,10.45,55.8,2.08,0.0168,1.0421,0.0165,5563,2044,531,125,0.0038,0,0.000,0
113,Qwen2.5-VL-3B,,106.37,72.91,179.28,0.194,120,2,122,1,Yes,yes,Is a forest present?,3.68,3.72,9.82,54.9,0.98,0.0082,0.4917,0.0081,5563,2044,531,121,0.0037,0,0.000,0
