33,39.013,1,Yes,yes,Is a forest present?,1.72,2.15,1.72,1.93,2.11,1.92,7.31,8.08,7.31,51.3
43,41.006,1,Yes,yes,Is there a parking?,1.73,2.54,1.73,1.93,2.23,1.93,7.34,8.88,7.33,51.4
39,40.016,1,Yes,yes,Are there less roads than residential buildings?,1.74,2.54,1.73,1.93,2.23,1.93,7.35,8.88,7.34,51.3
36,40.088,1,Yes,yes,Is a rectangular water area present?,1.74,2.54,1.73,1.93,2.23,1.93,7.35,8.88,7.34,51.4
42,42.900,1,Yes,yes,Is a small building present?,1.73,2.54,1.72,1.92,2.23,1.92,7.32,8.88,7.31,51.4
47,41.879,0,10,0,What is the amount of circular roads?,1.75,2.58,1.75,1.94,2.31,1.94,7.38,9.23,7.37,51.3
37,40.791,0,10,104,What is the number of small grass areas?,1.76,2.58,1.76,1.94,2.31,1.94,7.40,9.23,7.39,51.5
32,43.760,0,100,19,How many rectangular commercial buildings are there?,1.75,2.58,1.74,1.93,2.31,1.93,7.37,9.23,7.35,51.5
40,41.049,0,100,3,What is the amount of square grass areas?,1.76,2.58,1.75,1.94,2.31,1.94,7.40,9.28,7.38,51.3
44,41.108,0,1000,2,How many large commercial buildings are there?,1.77,2.58,1.76,1.95,2.31,1.94,7.41,9.23,7.40,51.6
34,41.986,0,100,498,How many farmlands are there?,1.76,2.58,1.76,1.94,2.31,1.94,7.41,9.23,7.40,51.4
63,37.741,1,Yes,yes,Is there a residential area in the image?,1.72,2.07,1.72,1.93,2.11,1.93,7.35,8.04,7.35,51.7
61,37.745,1,Yes,yes,Are there less commercial buildings than grass areas?,1.73,2.07,1.72,1.93,2.11,1.93,7.36,8.04,7.36,51.7
48,37.806,1,No,no,Is the number of residential buildings equal to the number of roads?,1.73,2.07,1.72,1.93,2.11,1.93,7.36,8.04,7.36,51.8
62,36.483,0,Yes,no,Are there less commercial buildings than water areas?,1.74,2.07,1.74,1.94,2.11,1.94,7.40,8.04,7.39,51.7
49,39.084,1,No,no,Is there a square road?,1.74,2.42,1.74,1.94,2.27,1.94,7.39,8.92,7.39,51.7
60,39.112,1,Yes,yes,Is there a rectangular residential building?,1.74,2.42,1.74,1.93,2.27,1.93,7.38,8.92,7.37,51.8
51,38.472,1,Yes,yes,Is there a small residential building in the image?,1.75,2.42,1.74,1.95,2.23,1.94,7.42,8.92,7.40,51.7
57,38.881,1,Yes,yes,Are there less parkings than residential buildings?,1.75,2.42,1.75,1.95,2.23,1.94,7.42,8.92,7.41,51.7
58,42.141,1,Yes,yes,Is there a farmland in the image?,1.74,2.42,1.73,1.94,2.27,1.93,7.39,8.92,7.36,51.7
50,40.525,1,Yes,yes,Are there less commercial buildings than farmlands?,1.75,2.42,1.74,1.94,2.23,1.93,7.40,8.92,7.38,51.8
52,38.348,1,Yes,yes,Are there less grass areas than roads?,1.76,2.42,1.75,1.95,2.27,1.95,7.43,8.92,7.41,51.8
59,39.146,1,Yes,yes,Is there a orchard?,1.75,2.42,1.74,1.94,2.23,1.94,7.40,8.92,7.40,51.7
54,38.690,1,No,no,Is the number of buildings equal to the number of roads?,1.75,2.42,1.75,1.95,2.27,1.94,7.42,8.92,7.41,51.7
53,38.389,0,Yes,no,Is a large road present?,1.75,2.42,1.75,1.95,2.23,1.95,7.43,8.88,7.41,51.8
55,39.921,0,1000,72,What is the number of small commercial buildings?,1.77,2.70,1.77,1.95,2.31,1.95,7.46,9.38,7.45,51.8
56,41.797,0,1000,2,What is the amount of square residential buildings?,1.77,2.70,1.76,1.95,2.31,1.94,7.44,9.39,7.43,51.9
67,34.795,1,Yes,yes,Are there more buildings than water areas?,1.77,2.11,1.77,1.96,2.11,1.95,7.42,8.16,7.42,52.0
79,35.260,0,Yes,no,Is there a square farmland in the image?,1.77,2.11,1.77,1.96,2.11,1.95,7.43,8.16,7.42,51.9
77,35.239,1,Yes,yes,Is a circular water area present?,1.77,2.11,1.77,1.96,2.11,1.96,7.43,8.16,7.42,51.9
76,35.343,1,Yes,yes,Is there a large building?,1.77,2.11,1.77,1.96,2.11,1.95,7.43,8.16,7.42,51.9
70,39.577,1,Yes,yes,Is there a medium residential building in the image?,1.72,2.11,1.71,1.93,2.11,1.93,7.33,8.16,7.31,51.9
66,35.367,0,10,0,How many medium roads are there?,1.77,2.11,1.77,1.96,2.11,1.96,7.43,8.16,7.42,51.9
64,35.360,1,No,no,Is the number of commercial buildings equal to the number of water areas?,1.77,2.11,1.77,1.96,2.11,1.96,7.43,8.16,7.42,51.8
72,35.340,0,Yes,no,Are there more medium water areas than commercial buildings?,1.77,2.11,1.77,1.96,2.11,1.95,7.43,8.16,7.42,51.9
68,35.356,1,Yes,yes,Are there less medium grass areas than roads?,1.78,2.11,1.77,1.96,2.11,1.96,7.43,8.16,7.42,51.9
73,39.625,1,Yes,yes,Are there less grass areas than residential buildings?,1.72,2.11,1.71,1.93,2.11,1.93,7.33,8.16,7.31,51.8
71,35.367,1,No,no,Is the number of roads equal to the number of water areas?,1.78,2.11,1.77,1.96,2.11,1.96,7.44,8.16,7.42,51.9
78,36.088,0,10,3,What is the amount of large buildings in the image?,1.79,2.58,1.78,1.96,2.23,1.96,7.45,8.88,7.44,51.9
75,36.106,0,10,3,What is the amount of circular grass areas?,1.79,2.58,1.78,1.96,2.23,1.96,7.46,8.92,7.45,51.9
69,41.171,0,10,11,How many orchards are there?,1.73,2.58,1.72,1.93,2.23,1.93,7.34,8.92,7.33,51.9
74,36.343,0,100,1,What is the amount of square water areas?,1.79,2.62,1.79,1.96,2.23,1.96,7.46,8.96,7.45,51.9
65,36.506,0,1000,0,What is the amount of square commercial buildings?,1.80,2.62,1.79,1.96,2.27,1.96,7.47,9.04,7.46,51.9
81,21.545,1,Yes,yes,Are there less circular residential buildings than roads?,1.59,2.23,1.59,1.81,2.11,1.81,6.99,8.28,6.98,51.9
86,38.174,0,Yes,no,Are there more water areas than small grass areas?,1.78,2.23,1.77,1.94,2.11,1.94,7.41,8.32,7.39,52.2
83,36.764,1,Yes,yes,Are there less commercial buildings than roads in the image?,1.79,2.23,1.78,1.95,2.11,1.95,7.43,8.28,7.42,52.2
85,38.177,1,Yes,yes,Are there less small grass areas than buildings?,1.77,2.27,1.77,1.94,2.11,1.94,7.41,8.32,7.40,52.2
92,38.156,1,Yes,yes,Is there a rectangular commercial building?,1.78,2.27,1.77,1.94,2.11,1.94,7.41,8.32,7.39,52.1
90,37.889,0,Yes,no,Is there a square village green?,1.78,2.27,1.77,1.94,2.11,1.94,7.41,8.36,7.40,52.2
87,36.789,1,Yes,yes,Is there a small commercial building?,1.79,2.27,1.78,1.95,2.11,1.95,7.43,8.32,7.42,52.2
94,37.396,0,No,yes,Is a circular building present?,1.78,2.23,1.77,1.95,2.11,1.94,7.42,8.32,7.41,52.1
95,41.637,1,No,no,Is the number of roads equal to the number of commercial buildings?,1.76,2.23,1.75,1.93,2.11,1.93,7.37,8.32,7.35,52.1
89,38.120,0,No,yes,Is there a square water area?,1.77,2.27,1.77,1.94,2.11,1.94,7.40,8.32,7.39,52.1
93,38.237,1,No,no,Is the number of forests equal to the number of water areas?,1.77,2.23,1.77,1.94,2.11,1.94,7.40,8.32,7.39,52.1
82,38.252,1,No,no,Is the number of commercial buildings equal to the number of pitchs?,1.78,2.27,1.77,1.94,2.11,1.94,7.41,8.32,7.40,52.2
84,36.309,1,Yes,yes,Is there a commercial building at the bottom of the  circular forest?,1.79,2.27,1.79,1.95,2.11,1.95,7.44,8.32,7.43,52.2
88,38.242,0,Yes,no,Is the number of water areas equal to the number of rectangular buildings?,1.78,2.27,1.77,1.94,2.11,1.94,7.41,8.36,7.39,52.1
80,37.038,0,Yes,no,Are there less residential buildings than water areas?,1.78,2.27,1.78,1.95,2.11,1.95,7.42,8.36,7.41,52.2
91,38.227,1,Yes,yes,Are there less circular buildings than water areas?,1.77,2.27,1.77,1.94,2.11,1.94,7.40,8.32,7.39,52.2
96,36.512,1,No,no,Is the number of roads equal to the number of forests?,1.74,2.15,1.73,1.95,2.11,1.95,7.39,8.16,7.37,52.2
103,36.840,0,No,yes,Is a road present?,1.73,2.15,1.73,1.95,2.11,1.94,7.38,8.16,7.37,52.2
98,36.062,1,Yes,yes,Are there more grass areas than square buildings?,1.74,2.15,1.74,1.95,2.11,1.95,7.40,8.16,7.38,52.1
99,35.760,1,Yes,yes,Is there a square building?,1.74,2.15,1.73,1.95,2.11,1.95,7.39,8.12,7.38,52.1
107,36.509,1,Yes,yes,Is a grass area present?,1.74,2.15,1.73,1.95,2.11,1.95,7.38,8.12,7.37,52.1
97,39.254,0,Yes,no,Are there less forests than commercial buildings?,1.72,2.15,1.72,1.94,2.11,1.94,7.35,8.12,7.34,52.1
110,35.669,1,No,no,Is the number of residential buildings equal to the number of water areas?,1.74,2.15,1.74,1.95,2.11,1.95,7.40,8.12,7.38,52.1
108,36.950,1,Yes,yes,Are there less commercial buildings than farmlands?,1.73,2.15,1.72,1.94,2.11,1.94,7.34,8.16,7.34,52.2
101,36.837,0,0,5,What is the number of commercial buildings in the image?,1.73,2.15,1.73,1.95,2.11,1.94,7.38,8.12,7.37,52.2
102,35.538,0,No,yes,Is there a residential building?,1.74,2.15,1.74,1.96,2.11,1.95,7.40,8.16,7.39,52.1
111,35.714,1,Yes,yes,Is there a rectangular building?,1.74,2.15,1.74,1.95,2.11,1.95,7.40,8.12,7.39,52.1
104,36.823,0,No,yes,Is a building present?,1.73,2.15,1.73,1.94,2.11,1.94,7.36,8.16,7.36,52.2
106,36.270,1,Yes,yes,Is a farmland present?,1.74,2.11,1.73,1.95,2.11,1.95,7.40,8.12,7.38,52.2
105,35.202,0,10,202,How many small roads are there?,1.75,2.15,1.74,1.96,2.11,1.96,7.41,8.12,7.40,52.1
100,37.031,1,Rural,rural,Is it a rural or an urban area,1.73,2.19,1.72,1.94,2.11,1.94,7.34,8.20,7.34,52.2
109,36.352,0,1000,202,How many roads are there?,1.75,2.38,1.75,1.96,2.11,1.95,7.42,8.64,7.41,52.1
122,35.343,0,Yes,no,Are there less residential buildings than water areas?,1.78,2.11,1.77,1.95,2.11,1.95,7.43,8.08,7.42,52.2
118,35.305,0,No,yes,Is a water area present?,1.79,2.11,1.78,1.96,2.11,1.95,7.44,8.08,7.43,52.2
117,36.680,0,Yes,no,Are there more grass areas than buildings?,1.77,2.11,1.77,1.94,2.11,1.94,7.40,8.08,7.39,52.2
114,38.689,0,0,230,What is the amount of buildings in the image?,1.76,2.11,1.76,1.94,2.11,1.93,7.39,8.08,7.38,52.3
116,35.371,1,Yes,yes,Are there more buildings than farmlands?,1.79,2.11,1.78,1.95,2.11,1.95,7.44,8.08,7.42,52.2
125,38.642,1,No,no,Is the number of grass areas equal to the number of water areas?,1.76,2.07,1.76,1.94,2.11,1.93,7.39,8.04,7.38,52.2
120,35.565,1,Yes,yes,Is there a commercial building?,1.79,2.11,1.78,1.95,2.11,1.95,7.44,8.08,7.42,52.2
112,36.721,1,Yes,yes,Are there more water areas than commercial buildings?,1.77,2.11,1.77,1.94,2.07,1.94,7.39,8.08,7.39,52.2
123,36.648,0,1,14,What is the number of water areas?,1.78,2.11,1.77,1.95,2.11,1.94,7.42,8.08,7.40,52.2
113,36.469,1,Yes,yes,Is a forest present?,1.78,2.11,1.77,1.95,2.11,1.94,7.42,8.08,7.41,52.2
124,38.831,1,No,no,Is the number of buildings equal to the number of roads?,1.76,2.07,1.76,1.94,2.11,1.93,7.39,8.08,7.38,52.2
119,35.375,1,No,no,Is the number of water areas equal to the number of commercial buildings in the image?,1.79,2.11,1.78,1.95,2.11,1.95,7.44,8.04,7.43,52.2
126,36.803,0,Yes,no,Are there more water areas than roads?,1.77,2.11,1.77,1.94,2.11,1.94,7.40,8.08,7.40,52.2
115,37.350,0,10,224,What is the number of residential buildings?,1.78,2.54,1.78,1.95,2.23,1.94,7.42,8.80,7.41,52.2
121,37.266,0,1000,90,What is the amount of forests?,1.80,2.66,1.79,1.96,2.27,1.95,7.46,9.08,7.45,52.3
127,36.299,0,100,5,What is the amount of orchards?,1.81,2.66,1.80,1.96,2.27,1.96,7.48,9.12,7.47,52.2
140,35.869,1,Yes,yes,Is there a medium commercial building?,1.76,2.15,1.75,1.94,2.11,1.94,7.38,8.12,7.37,52.2
143,39.029,1,No,no,Is the number of residential buildings equal to the number of roads?,1.75,2.15,1.74,1.94,2.11,1.94,7.39,8.12,7.37,52.2
129,36.412,0,Yes,no,Are there more small commercial buildings than forests?,1.77,2.15,1.76,1.95,2.11,1.95,7.42,8.08,7.41,52.2
133,36.484,1,Yes,yes,Is a rectangular farmland present?,1.76,2.15,1.75,1.94,2.11,1.94,7.38,8.08,7.37,52.2
130,36.488,1,No,no,Is the number of water areas equal to the number of circular roads?,1.76,2.15,1.75,1.94,2.11,1.94,7.39,8.12,7.37,52.2
132,36.487,1,No,no,Is the number of grass areas equal to the number of buildings?,1.77,2.15,1.76,1.95,2.11,1.94,7.40,8.12,7.39,52.2
137,36.505,0,1,76,How many large grass areas are there?,1.76,2.15,1.76,1.95,2.11,1.94,7.40,8.08,7.39,52.2
138,36.517,1,Yes,yes,Are there less water areas than forests?,1.77,2.15,1.76,1.95,2.11,1.94,7.41,8.08,7.39,52.2
128,36.494,1,Yes,yes,Are there more roads than water areas?,1.76,2.15,1.76,1.95,2.11,1.94,7.40,8.12,7.38,52.2
139,36.480,0,Yes,no,Are there less roads than forests?,1.77,2.15,1.76,1.95,2.11,1.94,7.41,8.08,7.39,52.2
134,40.523,0,10,126,How many grass areas are there?,1.77,2.58,1.76,1.95,2.31,1.94,7.44,9.12,7.42,52.2
142,37.512,0,10,217,What is the number of small residential buildings in the image?,1.79,2.58,1.77,1.95,2.31,1.94,7.43,9.15,7.41,52.2
131,38.353,0,100,0,What is the amount of square residential buildings?,1.80,2.58,1.79,1.96,2.34,1.96,7.48,9.28,7.46,52.2
135,40.945,0,100,63,How many large forests are there?,1.79,2.58,1.78,1.96,2.34,1.95,7.48,9.30,7.46,52.3
141,38.657,0,1000,78,What is the number of farmlands?,1.81,2.58,1.80,1.97,2.34,1.96,7.49,9.35,7.47,52.3
136,38.888,0,100000,77,What is the amount of large farmlands?,1.81,2.58,1.80,1.97,2.34,1.96,7.51,9.38,7.49,52.2
150,24.498,0,0,1,How many commercials are there?,1.61,1.99,1.61,1.86,2.07,1.86,7.10,7.88,7.09,51.9
147,35.650,1,No,no,Is the number of circular commercial buildings equal to the number of farmlands?,1.78,2.11,1.78,1.95,2.11,1.95,7.43,8.32,7.42,52.1
149,35.902,1,No,no,Is the number of roads equal to the number of square residential buildings?,1.78,2.15,1.77,1.95,2.11,1.95,7.43,8.32,7.41,52.0
155,37.380,1,Yes,yes,Are there more residential buildings than water areas?,1.71,2.11,1.71,1.88,2.11,1.88,7.14,8.32,7.14,52.1
151,37.664,1,Yes,yes,Are there more residential buildings than roads?,1.78,2.38,1.77,1.94,2.19,1.93,7.37,8.56,7.37,52.0
158,37.669,0,1,9,What is the number of rectangular water areas?,1.78,2.38,1.77,1.94,2.19,1.93,7.37,8.52,7.37,52.1
159,37.865,0,0,1,How many large buildings are there?,1.77,2.38,1.76,1.92,2.19,1.92,7.33,8.52,7.33,52.0
156,36.933,1,No,no,Is a circular building present?,1.80,2.38,1.79,1.96,2.19,1.96,7.46,8.56,7.45,52.0
153,37.685,0,Yes,no,Are there more commercial buildings than forests?,1.78,2.38,1.77,1.94,2.19,1.93,7.37,8.52,7.36,52.0
154,37.655,0,10,7,How many medium residential buildings are there?,1.78,2.38,1.77,1.94,2.19,1.93,7.38,8.56,7.36,52.1
152,37.906,1,0,0,How many large residential buildings are there?,1.77,2.38,1.76,1.92,2.19,1.92,7.33,8.52,7.33,52.1
157,37.875,0,Yes,no,Are there less buildings than roads?,1.77,2.38,1.76,1.92,2.19,1.92,7.33,8.52,7.33,52.1
146,37.836,1,No,no,Is a square residential building present?,1.77,2.38,1.76,1.92,2.19,1.92,7.33,8.56,7.33,52.0
145,41.005,0,10,0,What is the number of medium roads?,1.78,2.66,1.77,1.95,2.19,1.94,7.42,8.80,7.40,52.1
148,37.897,0,100,1,What is the amount of medium farmlands on the left of a  building?,1.82,2.70,1.81,1.96,2.27,1.96,7.49,9.08,7.48,52.1
144,38.373,0,1000,0,What is the amount of square commercial buildings?,1.83,2.70,1.81,1.97,2.31,1.96,7.51,9.08,7.48,52.2
172,37.871,1,No,no,Is there a circular road?,1.77,2.15,1.76,1.94,2.07,1.94,7.41,8.00,7.41,52.0
164,41.145,1,Yes,yes,Are there less square residential buildings than residential buildings?,1.75,2.15,1.74,1.93,2.07,1.93,7.37,8.00,7.36,52.0
168,37.893,1,No,no,Is the number of buildings equal to the number of forests?,1.77,2.15,1.76,1.95,2.11,1.94,7.42,8.04,7.41,52.0
162,36.818,0,Yes,no,Are there less residential buildings than roads?,1.78,2.15,1.77,1.95,2.11,1.95,7.43,8.04,7.43,52.0
170,36.762,1,Yes,yes,Are there less medium buildings than roads?,1.78,2.15,1.77,1.95,2.11,1.95,7.44,8.00,7.43,51.9
161,40.554,0,Yes,no,Are there more circular grass areas than commercial buildings?,1.75,2.15,1.75,1.94,2.11,1.93,7.38,8.04,7.37,51.9
165,38.773,0,1,2,How many circular grass areas are there?,1.76,2.15,1.76,1.94,2.11,1.94,7.40,8.04,7.39,51.9
169,39.967,1,No,no,Is the number of residential buildings equal to the number of water areas on the right of a  residential building?,1.76,2.15,1.75,1.94,2.11,1.93,7.39,8.04,7.37,51.9
175,36.771,1,Yes,yes,Are there more buildings than roads?,1.78,2.15,1.77,1.95,2.11,1.95,7.44,8.04,7.43,52.0
166,38.528,1,No,no,Is the number of commercial buildings equal to the number of water areas?,1.79,2.70,1.78,1.95,2.23,1.95,7.46,9.04,7.45,52.0
173,36.532,0,1,130,How many rectangular buildings are there?,1.81,2.70,1.80,1.96,2.23,1.96,7.49,9.04,7.48,52.1
160,37.246,0,No,yes,Is a rectangular residential building present in the image?,1.80,2.70,1.80,1.96,2.23,1.96,7.48,9.04,7.47,52.1
171,37.824,1,No,no,Is the number of water areas equal to the number of residential buildings?,1.80,2.70,1.79,1.96,2.23,1.95,7.47,9.04,7.46,52.0
167,37.997,0,3,14,What is the number of water areas on the right of a  residential building?,1.80,2.70,1.79,1.96,2.23,1.95,7.47,9.04,7.46,52.0
174,37.529,1,No,no,Is the number of commercial buildings equal to the number of farmlands?,1.80,2.70,1.79,1.96,2.23,1.96,7.48,9.04,7.47,52.0
163,38.869,0,100,2,How many small commercial buildings are there?,1.79,2.70,1.79,1.95,2.23,1.95,7.46,9.04,7.45,52.0
190,38.047,1,Yes,yes,Is there a medium grass area?,1.73,2.15,1.73,1.94,2.11,1.94,7.34,8.04,7.33,51.9
191,40.184,1,0,0,How many circular residential buildings are there?,1.72,2.15,1.71,1.93,2.11,1.92,7.32,8.04,7.30,51.9
183,38.012,0,1,0,How many circular roads are there?,1.73,2.15,1.73,1.94,2.11,1.94,7.35,8.04,7.34,51.9
189,40.801,1,No,no,Is the number of roads equal to the number of water areas?,1.71,2.15,1.71,1.92,2.11,1.92,7.27,8.04,7.27,51.8
181,38.030,1,No,no,Is the number of farmlands equal to the number of residential buildings in the image?,1.73,2.15,1.73,1.94,2.11,1.94,7.35,8.04,7.33,51.8
179,39.525,0,Yes,no,Are there more commercial buildings than water areas?,1.76,2.54,1.74,1.95,2.19,1.94,7.39,8.80,7.37,52.0
182,39.335,0,Yes,no,Is there a circular commercial building?,1.76,2.54,1.74,1.95,2.19,1.94,7.39,8.80,7.37,51.9
180,40.628,1,No,no,Is the number of buildings equal to the number of large roads?,1.75,2.54,1.74,1.94,2.19,1.94,7.36,8.80,7.35,51.9
185,39.232,1,0,0,How many circular buildings are there?,1.76,2.54,1.75,1.95,2.19,1.94,7.39,8.80,7.37,51.9
188,41.399,1,No,no,Is a square commercial building present?,1.74,2.54,1.73,1.93,2.19,1.93,7.35,8.80,7.34,51.9
186,39.546,0,Yes,no,Are there more water areas on the left of a  farmland than water areas?,1.75,2.54,1.74,1.95,2.19,1.94,7.38,8.80,7.36,51.9
187,42.284,0,1,0,How many square buildings are there?,1.73,2.54,1.72,1.92,2.19,1.92,7.29,8.84,7.28,51.9
178,40.333,0,1,2,How many large water areas are there?,1.75,2.54,1.74,1.94,2.19,1.94,7.37,8.80,7.36,51.9
177,39.928,0,0,5,What is the number of commercial buildings at the top of a  water area?,1.75,2.54,1.74,1.95,2.19,1.94,7.38,8.80,7.36,51.9
176,40.766,0,Yes,no,Are there more commercial buildings than farmlands?,1.75,2.54,1.74,1.94,2.19,1.94,7.37,8.84,7.35,51.9
184,41.173,0,100,3,What is the amount of medium commercial buildings?,1.76,2.54,1.75,1.94,2.19,1.94,7.38,8.88,7.37,51.8
199,42.664,1,Yes,yes,Are there more buildings than grass areas?,1.72,2.11,1.69,1.92,2.11,1.91,7.32,8.04,7.27,51.8
197,39.046,0,Yes,no,Are there less rectangular grass areas than water areas?,1.72,2.11,1.71,1.92,2.11,1.92,7.32,8.04,7.31,51.8
207,42.923,0,1,0,What is the amount of medium water areas in the image?,1.72,2.11,1.69,1.92,2.11,1.91,7.32,8.04,7.27,51.8
196,40.879,0,Yes,no,Is there a forest at the bottom of a  large road?,1.70,2.11,1.70,1.91,2.11,1.91,7.26,8.04,7.27,51.8
201,39.662,1,Yes,yes,Is there a forest in the image?,1.71,2.11,1.71,1.92,2.11,1.92,7.31,8.04,7.30,51.8
206,43.557,1,1,1,How many water areas are there?,1.70,2.11,1.69,1.91,2.11,1.91,7.27,8.04,7.26,51.8
202,38.965,0,1,13,What is the number of forests?,1.72,2.11,1.71,1.92,2.11,1.92,7.33,8.04,7.31,51.8
194,39.703,0,0,10,What is the amount of water areas at the top of a  commercial building?,1.71,2.11,1.71,1.92,2.11,1.92,7.31,8.04,7.30,51.7
205,37.835,0,Yes,no,Is there a circular nature reserve?,1.74,2.11,1.73,1.93,2.11,1.93,7.36,8.04,7.35,51.8
193,42.161,0,Yes,no,Are there less grass areas than circular roads?,1.73,2.11,1.69,1.92,2.11,1.91,7.34,8.04,7.28,51.8
203,39.504,1,Yes,yes,Is a water area present?,1.69,2.11,1.69,1.90,2.07,1.90,7.23,8.04,7.23,51.7
192,39.078,0,Yes,no,Is a medium road present?,1.71,2.11,1.71,1.92,2.11,1.92,7.32,8.04,7.31,51.8
195,37.808,1,Yes,yes,Are there more water areas than commercial buildings at the bottom of a  forest?,1.74,2.11,1.73,1.93,2.11,1.93,7.35,8.04,7.34,51.8
